case_id,species,age_years,breed,is_neutered,weight_kg,is_vaccinated,lethargy_level,appetite_status,drinking_status,is_vomiting,is_diarrhea,has_blood_in_stool,is_straining_to_urinate,urinating_more_frequently,has_blood_in_urine,is_coughing,is_sneezing,has_nasal_discharge,is_itching_scratching,has_hair_loss,is_lame_limping,diagnosis
1387,Dog,7,Boxer,Yes,43,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Skin Allergies
1388,Cat,5,Domestic Longhair,No,3,Yes,Normal,Normal,Normal,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,FLUTD
1389,Dog,19,Boxer,No,36,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,No,Healthy
1390,Dog,10,German Shepherd,No,44,Yes,Mild,Normal,Normal,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Kennel Cough
1391,Cat,10,Ragdoll,Yes,5,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,No,Healthy
1392,Cat,18,Ragdoll,Yes,7,Yes,Mild,Decreased,Increased,No,No,No,No,Yes,No,No,No,No,Yes,No,No,CKD
1393,Dog,8,Shih Tzu,Yes,19,Yes,Mild,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,Yes,Arthritis
1394,Dog,14,French Bulldog,No,31,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,Yes,Hip Dysplasia
1395,Dog,1,Mixed Breed,Yes,22,No,Severe,None,Normal,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Parvovirus
1396,Dog,2,Shih Tzu,No,6,Yes,Normal,Normal,Normal,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Dietary Indiscretion
1397,Dog,2,Poodle,Yes,35,No,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,Yes,No,No,Ear Infection
1398,Cat,6,Domestic Shorthair,Yes,3,Yes,Normal,Decreased,Normal,Yes,No,No,No,No,No,No,No,No,No,No,No,Gastritis
1399,Cat,3,Maine Coon,No,7,Yes,Normal,Decreased,Normal,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Upper Respiratory Infection
1400,Dog,1,Beagle,No,27,Yes,Severe,None,Normal,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Parvovirus
1401,Cat,1,Siamese,Yes,6,Yes,Normal,Decreased,Normal,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Upper Respiratory Infection
1402,Dog,2,Beagle,No,35,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,No,Ear Infection
1403,Dog,12,Rottweiler,Yes,31,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,Yes,No,No,Ear Infection
1404,Dog,13,Golden Retriever,No,40,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,No,Healthy
1405,Dog,3,German Shepherd,Yes,18,No,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Skin Allergies
1406,Dog,16,Beagle,No,33,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,No,Healthy
1407,Dog,6,Rottweiler,No,9,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,Yes,No,No,Ear Infection
1408,Dog,12,Boxer,Yes,24,No,Mild,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,Yes,Arthritis
1409,Dog,1,German Shepherd,No,6,No,Severe,None,Normal,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,Parvovirus
1410,Dog,18,Mixed Breed,No,9,No,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,No,Healthy
1411,Dog,9,Rottweiler,Yes,19,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Skin Allergies
1412,Cat,3,Bengal,Yes,3,Yes,Normal,Normal,Normal,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,FLUTD
1413,Dog,19,Golden Retriever,Yes,33,No,Mild,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,Yes,Arthritis
1414,Dog,19,Golden Retriever,No,43,Yes,Mild,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,Yes,Arthritis
1415,Cat,2,Domestic Longhair,No,4,Yes,Normal,Decreased,Normal,No,No,No,No,No,No,No,No,No,No,No,No,Gastritis
1416,Dog,1,Poodle,Yes,27,No,Normal,None,Normal,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Parvovirus
1417,Cat,4,Ragdoll,No,4,Yes,Normal,Decreased,Normal,Yes,No,No,No,No,No,No,No,No,No,No,No,Gastritis
1418,Dog,1,German Shepherd,No,21,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,Yes,No,No,Ear Infection
1419,Dog,1,Shih Tzu,Yes,34,No,Severe,Normal,Normal,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Parvovirus
1420,Cat,8,British Shorthair,Yes,7,Yes,Normal,Normal,Normal,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,FLUTD
1421,Dog,16,Beagle,Yes,31,No,Mild,Normal,Normal,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Arthritis
1422,Cat,3,Sphynx,Yes,4,Yes,Normal,Normal,Normal,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,FLUTD
1423,Dog,7,Rottweiler,Yes,27,No,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,Yes,No,No,Ear Infection
1424,Dog,1,Labrador Retriever,Yes,19,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,Yes,No,No,Skin Allergies
1425,Cat,3,Siamese,No,3,Yes,Normal,Decreased,Normal,No,No,No,No,No,No,No,No,Yes,No,No,No,Upper Respiratory Infection
1426,Cat,15,Maine Coon,No,7,Yes,Mild,Decreased,Increased,No,No,No,No,No,No,No,No,No,No,No,No,CKD
1427,Cat,10,Sphynx,No,5,Yes,Mild,Normal,Normal,No,No,No,No,Yes,No,No,No,No,No,No,No,CKD
1428,Dog,9,Golden Retriever,No,38,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,Yes,Hip Dysplasia
1429,Cat,13,Ragdoll,No,3,Yes,Normal,Decreased,Normal,Yes,No,No,No,No,No,No,No,No,No,No,No,Hairball
1430,Cat,13,Ragdoll,Yes,7,Yes,Normal,Decreased,Normal,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Upper Respiratory Infection
1431,Cat,2,Ragdoll,Yes,6,Yes,Normal,Decreased,Normal,Yes,No,No,No,No,No,No,No,No,No,No,No,Hairball
1432,Dog,2,German Shepherd,No,11,No,Severe,None,Normal,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Parvovirus
1433,Dog,11,Beagle,Yes,9,Yes,Normal,Normal,Normal,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Dietary Indiscretion
1434,Dog,10,Mixed Breed,Yes,29,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,Yes,No,No,Skin Allergies
1435,Dog,2,Poodle,Yes,13,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,No,Ear Infection
1436,Dog,8,Rottweiler,No,15,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,No,Healthy
1437,Cat,3,Sphynx,Yes,3,Yes,Normal,Decreased,Normal,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,Upper Respiratory Infection
1438,Dog,1,Beagle,No,19,No,Severe,None,Normal,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Parvovirus
1439,Cat,12,Domestic Longhair,No,5,Yes,Normal,Decreased,Normal,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Upper Respiratory Infection
1440,Dog,5,Poodle,No,21,No,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,Yes,Hip Dysplasia
1441,Cat,3,Bengal,Yes,3,Yes,Normal,Normal,Normal,No,No,No,Yes,No,Yes,No,No,No,No,No,No,FLUTD
1442,Dog,12,Shih Tzu,No,35,Yes,Mild,Normal,Normal,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Kennel Cough
1443,Cat,4,Persian,No,5,Yes,Normal,Decreased,Normal,Yes,No,No,No,No,No,No,No,No,No,No,No,Hairball
1444,Dog,14,Labrador Retriever,Yes,18,Yes,Normal,Decreased,Normal,Yes,No,No,No,No,No,No,No,No,No,No,No,Gastritis
1445,Dog,9,Mixed Breed,Yes,25,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,Yes,No,No,Ear Infection
1446,Dog,2,Beagle,No,40,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Skin Allergies
1447,Dog,14,French Bulldog,Yes,28,Yes,Mild,Normal,Normal,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Kennel Cough
1448,Dog,10,Mixed Breed,No,18,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,Yes,Hip Dysplasia
1449,Cat,20,Ragdoll,No,3,Yes,Mild,Decreased,Increased,Yes,No,No,No,Yes,No,No,No,No,No,No,No,CKD
1450,Cat,9,British Shorthair,Yes,6,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Skin Allergies
1451,Dog,7,Labrador Retriever,Yes,5,Yes,Mild,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,Yes,Arthritis
1452,Dog,7,Boxer,No,29,Yes,Normal,Normal,Normal,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,Dietary Indiscretion
1453,Dog,2,Boxer,No,34,No,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,Yes,No,No,Ear Infection
1454,Cat,7,Ragdoll,No,5,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Skin Allergies
1455,Dog,18,Beagle,Yes,28,Yes,Mild,Normal,Normal,No,No,No,No,No,No,No,No,Yes,No,No,No,Arthritis
1456,Dog,7,German Shepherd,Yes,30,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,No,Ear Infection
1457,Dog,6,Boxer,Yes,39,Yes,Mild,Normal,Normal,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Kennel Cough
1458,Cat,7,Ragdoll,No,4,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,No,Healthy
1459,Dog,4,Golden Retriever,No,44,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,No,Ear Infection
1460,Dog,2,Shih Tzu,No,11,No,Normal,Normal,Normal,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Dietary Indiscretion
1461,Dog,3,French Bulldog,Yes,27,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,Yes,No,No,Ear Infection
1462,Cat,11,Domestic Shorthair,No,3,Yes,Normal,Decreased,Normal,No,No,No,No,No,No,No,Yes,No,No,No,No,Upper Respiratory Infection
1463,Dog,9,Mixed Breed,Yes,26,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,Yes,No,No,Ear Infection
1464,Dog,4,German Shepherd,No,39,No,Mild,Normal,Normal,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Kennel Cough
1465,Cat,3,Persian,Yes,7,Yes,Normal,Decreased,Normal,No,No,No,No,No,No,No,Yes,No,No,No,No,Upper Respiratory Infection
1466,Dog,19,French Bulldog,No,37,Yes,Mild,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,Yes,Arthritis
1467,Dog,9,Shih Tzu,No,25,No,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,No,Healthy
1468,Dog,11,Boxer,No,10,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,Yes,Hip Dysplasia
1469,Cat,5,Bengal,No,6,Yes,Normal,Decreased,Normal,Yes,No,No,No,No,No,No,No,No,No,No,No,Gastritis
1470,Dog,14,Poodle,Yes,37,Yes,Normal,Normal,Normal,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Dietary Indiscretion
1471,Cat,6,Siamese,No,3,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,No,Healthy
1472,Dog,2,Rottweiler,No,36,No,Severe,None,Normal,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Parvovirus
1473,Dog,11,Shih Tzu,No,26,Yes,Normal,Decreased,Normal,Yes,No,No,No,No,No,No,No,No,No,No,No,Gastritis
1474,Dog,13,Boxer,No,12,No,Normal,Normal,Normal,No,Yes,No,No,No,No,No,No,No,No,No,No,Dietary Indiscretion
1475,Dog,7,Rottweiler,Yes,15,Yes,Normal,Decreased,Normal,Yes,No,No,No,No,No,No,No,No,No,No,No,Gastritis
1476,Dog,14,Beagle,Yes,37,Yes,Mild,Normal,Normal,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Kennel Cough
1477,Dog,1,German Shepherd,Yes,19,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,No,Healthy
1478,Cat,10,Ragdoll,No,6,No,Normal,Decreased,Normal,Yes,No,No,No,No,No,No,No,No,No,No,No,Hairball
1479,Cat,3,Sphynx,No,7,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Skin Allergies
1480,Dog,14,French Bulldog,No,9,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,No,Healthy
1481,Dog,15,Labrador Retriever,Yes,29,Yes,Normal,Normal,Normal,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Dietary Indiscretion
1482,Cat,10,British Shorthair,Yes,3,Yes,Normal,Decreased,Increased,Yes,No,No,No,Yes,No,No,No,No,No,No,No,CKD
1483,Cat,6,British Shorthair,No,7,Yes,Normal,Decreased,Normal,Yes,No,No,No,No,No,No,No,No,No,No,No,Gastritis
1484,Dog,1,Poodle,No,39,Yes,Severe,None,Normal,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Parvovirus
1485,Dog,7,Labrador Retriever,No,30,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,Yes,No,No,Ear Infection
1486,Dog,5,German Shepherd,No,13,Yes,Normal,Normal,Normal,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Dietary Indiscretion
1487,Cat,6,Domestic Shorthair,Yes,6,Yes,Normal,Normal,Normal,No,No,No,Yes,No,Yes,No,No,No,No,No,No,FLUTD
1488,Dog,6,Mixed Breed,Yes,23,No,Normal,Decreased,Normal,Yes,No,No,No,No,No,No,No,No,No,No,No,Gastritis
1489,Dog,18,Beagle,No,36,Yes,Mild,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,Yes,Arthritis
1490,Dog,9,Beagle,Yes,17,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,Yes,Hip Dysplasia
1491,Dog,2,Poodle,Yes,40,Yes,Normal,Normal,Normal,Yes,No,No,No,No,No,No,No,No,No,No,No,Gastritis
1492,Cat,7,Bengal,Yes,6,Yes,Normal,Decreased,Normal,No,No,No,No,No,No,No,No,No,No,No,No,Hairball
1493,Cat,12,Persian,Yes,5,Yes,Normal,Decreased,Normal,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Upper Respiratory Infection
1494,Dog,2,Rottweiler,No,24,No,Severe,None,Normal,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Parvovirus
1495,Dog,15,Boxer,No,37,Yes,Mild,Normal,Normal,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Kennel Cough
1496,Cat,12,British Shorthair,No,5,Yes,Normal,Decreased,Normal,Yes,No,No,No,No,No,No,No,No,No,No,No,Hairball
1497,Cat,2,Siamese,No,4,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,No,Healthy
1498,Dog,4,French Bulldog,Yes,39,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Skin Allergies
1499,Dog,6,Shih Tzu,No,40,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Skin Allergies
1500,Cat,2,Persian,Yes,5,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,No,Healthy
1501,Dog,3,Boxer,Yes,13,No,Mild,Normal,Normal,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Kennel Cough
1502,Dog,9,Poodle,No,43,Yes,Mild,Normal,Normal,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Kennel Cough
1503,Cat,11,Sphynx,No,3,Yes,Normal,Decreased,Normal,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Upper Respiratory Infection
1504,Dog,1,Boxer,No,43,No,Severe,None,Normal,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Parvovirus
1505,Dog,9,Boxer,No,26,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,Yes,Hip Dysplasia
1506,Dog,2,Poodle,Yes,36,Yes,Normal,Normal,Normal,Yes,No,No,No,No,No,No,No,No,No,No,No,Dietary Indiscretion
1507,Cat,10,Ragdoll,No,6,No,Mild,Decreased,Increased,No,No,No,No,Yes,No,No,No,No,No,No,No,CKD
1508,Dog,2,Beagle,No,34,No,Severe,None,Normal,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Parvovirus
1509,Cat,8,Maine Coon,No,5,No,Normal,Decreased,Normal,Yes,No,No,No,No,No,No,No,No,No,No,No,Hairball
1510,Cat,14,Domestic Shorthair,No,5,Yes,Mild,Normal,Increased,No,No,No,No,Yes,No,No,No,No,No,No,No,CKD
1511,Dog,15,Poodle,No,33,Yes,Mild,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,Yes,Arthritis
1512,Cat,2,Domestic Shorthair,No,6,No,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,No,Healthy
1513,Dog,14,Golden Retriever,No,44,Yes,Mild,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,Yes,Arthritis
1514,Dog,12,Shih Tzu,No,32,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,Yes,No,No,Ear Infection
1515,Dog,5,Poodle,No,35,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,No,Ear Infection
1516,Dog,12,Boxer,No,14,No,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,No,Hip Dysplasia
1517,Dog,20,Poodle,Yes,32,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,No,Healthy
1518,Cat,19,Domestic Shorthair,No,5,No,Mild,Decreased,Increased,No,No,No,No,Yes,No,No,No,No,No,No,No,CKD
1519,Cat,1,Siamese,Yes,3,No,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,Yes,No,No,Skin Allergies
1520,Cat,11,Sphynx,Yes,6,Yes,Normal,Normal,Normal,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Hairball
1521,Cat,9,Domestic Longhair,Yes,5,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Skin Allergies
1522,Cat,9,Siamese,No,4,Yes,Normal,Decreased,Normal,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Upper Respiratory Infection
1523,Dog,4,Shih Tzu,Yes,27,Yes,Normal,Normal,Normal,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Dietary Indiscretion
1524,Dog,13,German Shepherd,Yes,38,Yes,Normal,Normal,Normal,No,Yes,No,No,No,No,No,No,No,No,No,No,Dietary Indiscretion
1525,Dog,5,Boxer,Yes,14,No,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,No,Hip Dysplasia
1526,Dog,8,French Bulldog,No,38,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,No,Healthy
1527,Dog,10,Rottweiler,Yes,13,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,Yes,Hip Dysplasia
1528,Cat,17,British Shorthair,No,3,Yes,Mild,Decreased,Increased,No,No,No,No,Yes,No,No,No,No,No,No,No,CKD
1529,Dog,7,Poodle,Yes,43,Yes,Mild,Normal,Normal,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Kennel Cough
1530,Dog,11,Labrador Retriever,No,17,Yes,Mild,Normal,Normal,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Kennel Cough
1531,Dog,3,Golden Retriever,No,27,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,No,Ear Infection
1532,Dog,2,Labrador Retriever,No,11,No,Severe,None,Normal,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Parvovirus
1533,Cat,8,Domestic Longhair,Yes,4,No,Normal,Normal,Normal,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,FLUTD
1534,Cat,15,Sphynx,Yes,4,No,Mild,Decreased,Increased,No,No,No,No,Yes,Yes,No,No,No,No,No,No,CKD
1535,Dog,6,Beagle,No,7,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,Yes,No,No,Ear Infection
1536,Dog,8,Shih Tzu,No,43,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,No,Healthy
1537,Dog,1,Labrador Retriever,No,25,No,Severe,None,Normal,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Parvovirus
1538,Dog,4,Golden Retriever,Yes,10,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Skin Allergies
1539,Cat,3,Ragdoll,No,3,Yes,Normal,Normal,Normal,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,FLUTD
1540,Cat,7,Maine Coon,Yes,4,Yes,Normal,Decreased,Normal,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Upper Respiratory Infection
1541,Dog,12,German Shepherd,No,24,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,Yes,No,No,Ear Infection
1542,Dog,5,Boxer,Yes,25,Yes,Mild,Normal,Normal,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Kennel Cough
1543,Cat,12,Persian,Yes,5,Yes,Normal,Decreased,Normal,No,No,No,No,No,No,No,No,No,No,No,No,Hairball
1544,Cat,1,Maine Coon,No,7,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,No,Healthy
1545,Cat,5,Persian,Yes,3,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Skin Allergies
1546,Dog,11,Beagle,No,30,No,Normal,Normal,Normal,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Dietary Indiscretion
1547,Cat,1,British Shorthair,Yes,5,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,Yes,No,Skin Allergies
1548,Dog,5,Mixed Breed,Yes,33,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,Yes,No,No,Ear Infection
1549,Dog,15,Poodle,Yes,7,Yes,Normal,Normal,Normal,Yes,No,No,No,No,No,No,No,No,No,No,No,Dietary Indiscretion
1550,Dog,4,Labrador Retriever,Yes,39,Yes,Normal,Normal,Normal,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Dietary Indiscretion
1551,Dog,18,Mixed Breed,Yes,44,Yes,Mild,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,Yes,Arthritis
1552,Cat,7,Ragdoll,Yes,4,Yes,Normal,Normal,Normal,No,No,No,Yes,No,Yes,No,No,No,No,No,No,FLUTD
1553,Cat,2,Domestic Longhair,Yes,4,Yes,Normal,Decreased,Normal,Yes,No,No,No,No,No,No,No,No,No,No,No,Gastritis
1554,Dog,10,Poodle,Yes,13,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,Yes,Hip Dysplasia
1555,Cat,1,Maine Coon,No,4,Yes,Normal,Decreased,Normal,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Upper Respiratory Infection
1556,Cat,12,Domestic Longhair,Yes,6,Yes,Mild,Decreased,Normal,No,No,No,No,Yes,No,Yes,No,No,No,No,No,CKD
1557,Cat,9,British Shorthair,No,4,No,Normal,Normal,Normal,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Upper Respiratory Infection
1558,Dog,9,Labrador Retriever,No,18,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Skin Allergies
1559,Dog,13,Labrador Retriever,No,29,Yes,Mild,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,Yes,Arthritis
1560,Cat,3,Domestic Shorthair,No,5,Yes,Normal,Decreased,Normal,Yes,No,No,No,No,No,No,No,No,No,No,No,Hairball
1561,Cat,1,Persian,Yes,4,Yes,Normal,Decreased,Normal,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Upper Respiratory Infection
1562,Dog,1,German Shepherd,No,7,No,Severe,None,Normal,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Parvovirus
1563,Cat,9,Siamese,No,6,Yes,Mild,Decreased,Increased,No,No,No,No,Yes,No,No,No,No,No,No,No,CKD
1564,Cat,2,Ragdoll,Yes,7,Yes,Normal,Normal,Normal,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,FLUTD
1565,Dog,4,Shih Tzu,Yes,31,No,Mild,Normal,Normal,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Kennel Cough
1566,Dog,16,Golden Retriever,No,6,Yes,Mild,Normal,Normal,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Arthritis
1567,Dog,10,German Shepherd,Yes,34,No,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,No,Hip Dysplasia
1568,Dog,1,German Shepherd,Yes,20,No,Severe,None,Normal,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Parvovirus
1569,Cat,13,Bengal,Yes,7,Yes,Normal,Decreased,Normal,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Upper Respiratory Infection
1570,Cat,7,Siamese,No,3,Yes,Normal,Normal,Normal,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,FLUTD
1571,Dog,7,Shih Tzu,Yes,15,Yes,Normal,Normal,Normal,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Dietary Indiscretion
1572,Cat,8,Ragdoll,Yes,4,Yes,Normal,Normal,Normal,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,FLUTD
1573,Cat,4,Ragdoll,Yes,6,Yes,Normal,Decreased,Normal,Yes,No,No,No,No,No,No,No,No,No,No,No,Hairball
1574,Dog,14,Beagle,No,18,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,No,Healthy
1575,Dog,13,Rottweiler,No,17,No,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,No,No,Yes,Hip Dysplasia
1576,Cat,20,Ragdoll,Yes,6,Yes,Mild,Decreased,Increased,No,No,No,No,Yes,No,No,No,No,No,No,No,CKD
1577,Dog,1,German Shepherd,Yes,19,No,Severe,None,Normal,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Parvovirus
1578,Cat,3,Ragdoll,No,6,Yes,Normal,Decreased,Normal,Yes,No,No,No,No,No,No,No,No,No,No,No,Gastritis
1579,Cat,9,British Shorthair,Yes,5,No,Mild,Decreased,Increased,Yes,No,No,No,Yes,No,No,No,No,No,No,No,CKD
1580,Cat,5,Domestic Longhair,No,7,Yes,Normal,Normal,Normal,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,FLUTD
1581,Dog,10,French Bulldog,Yes,35,Yes,Normal,Normal,Normal,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Skin Allergies
